Title,Description
李嘉诚内地囤地再引质疑：1个项目开发了25年,在内地房企业绩普遍低迷的上半年，李嘉诚旗下、以内地房地产市场为主战场之一的长江实业却逆市飘红。较早拿地，然后缓慢分期开发，坐等土地升值，是长江实业长期保持高收益、高增长的商业战术，但也令李嘉诚家族长期受到“囤地”的诟病。
朝鲜宣布经济与核武建设并行,朝鲜劳动党中央委员会昨日举行全体会议，决定实行经济建设与“核武力”建设并行路线。对此，中央党校张琏瑰教授认为，朝鲜为了缓和与周边国家的关系，或将重点放在经济建设方面，转移外界对朝鲜核问题的注意力，这样朝鲜就能获得国际社会的援助。
杭城异味自来水源于钱塘江,前天，杭城多个区域发生自来水异味事件。昨天，又有多位市民向12345市长热线反映家中自来水有异味。在新增的反映中，出现异味的区域扩大到了上城区、江干区等地。杭州市水务集团表示：嗅、味指标轻微超标但不影响饮用。
证监会支持深港通详解暂不启动三大缘由,沪港通税收政策正在积极协调配合有关部门推进，争取尽快解决相关问题。随着沪港通推出的日子越来越近，“深港通”何时能揭开神秘面纱，备受各方关注。对此，证监会新闻发言人邓舸5日予以详解。
“消失”的欧阳智薇,近期，除副总监李勇、主持人芮成钢外，一位女主持、一位女编导和一名制片人都陆续爆出被带走调查。澎湃新闻网从央视财经频道内部获悉，传言所指的“被带走女主持”为《第一时间》栏目女主播欧阳智薇。最近一个月，她都没有出现在单位。
影院经理都等着见证票房过10亿·都市快报,1、以院线方面估计的10亿最终票房来算，徐峥和黄渤预计能拿到2000万分账。2、《泰囧2》已确定开拍，徐峥正在想故事怎么编。3、《泰囧》的热映让泰国游又在中国大热了一把，据携程统计，12月报名泰国团队游、自由行的国内游客高达上万名，比去年同期增加了3倍。
动车上低价盒饭还是“藏着卖”要投诉才端出,网友爆料“在动车上买15元的盒饭比较难”，乘务员说只有35元以上套餐，而他宣称要投诉的时候，乘务员居然“变”出了15元的套餐！记者探访动车餐水供应情况，发现确如网友爆料，乘务员只推荐贵的，被再三追问时才说有实惠的。
被告曾遭刑讯逼供咬断舌头,“电警棍、拳打脚踢，上诉人因痛打难熬，咬断舌头，到医院抢救，缝了5针才接上。还把上诉人的头浸到有水的抽水马桶……”当年的律师告诉记者，早在16年前的审理中，就曾提出疑点，要求从轻判决或无罪判决，但未被法院采纳。
中国官方揭越南海洋法真相,越南国会会议于21日审议通过《越南海洋法》，该法将中国的西沙和南沙群岛包含在所谓越南“主权”和“管辖”范围内。中国国家海洋局从21日起连续刊发三文，驳斥越方主张。其中一篇更指出，越南此举“是加紧推进既定海上战略的重要步骤和必然结果”。
温州连发织纹螺中毒事件·都市快报,7月8日-9日，温州经济开发区和瑞安市先后有8人因食用织纹螺出现中毒症状，其中一名妇女经抢救无效死亡。昨天，浙江省食品安全委员会发布预警，提醒大家，织纹螺比河豚还危险，夏天是食用织纹螺中毒的高发季节，大家千万不要吃织纹螺。
楼市松绑潮背后：多数城市土地财政依赖度高于80%,日前，《45个楼市限购城市土地财政依赖度分析报告》数据显示，土地财政依赖度在80%以上的城市包括宁波、温州、佛山、杭州等12座城市。自4月以来，无锡、南宁、佛山等地已经出台或网传酝酿出台房地产市场救市政策。
一线城市的住房资产会严重缩水吗？,未来的房价走势，在城市资源配置没有根本改观之前，各城市的差异化仍将继续，马太效应仍将加剧。正因如此，一线城市居民的住房资产不会严重缩水。挣钱不易，投资不易，且行且珍惜。
失联航班是如何躲过雷达的,昨日17点30分，马来西亚方面在记者招待会上确认，因马来西亚军方消息敏感，仍有信息未向公众发布。失联航班在马来西亚与越南航空管制区交接后，立即关闭外联并掉头飞行，表明劫机为精心策划，选定了关键节点失联，造成两方航空管制的失控。
SIMC前院长缪晓辉的一年半,在上海国际医学中心，缪晓辉的挂号费是1200元一次，是他在长征医院300元一次的特需专家号的4倍。他不用再像公立医院那样看病，“我不想正襟危坐地看病，希望能以聊天的方式交流。”在这里看门诊，他不用穿着白大褂。
一个班级55人全被国外名校“抢光”,距高考还有两个月，合肥一中国际班的高三学生却早被国外名校“抢光”。一个班里，55名学生收到130份国外名校通知书，最多的手握6份。不用奋战题海，他们现在的生活是与外教互动、听音乐、排练话剧。
杭州商品房限降有多少误读,杭州市有关部门规定，如果商品房实际成交价低于备案价格15%以上，将通过技术手段限制网签。限降还是不限降，其实不难甄别。最能让政策不被误读的方法是，不要对楼市价格出现的变动轻易表态，让市场自行决定楼市价格走势。但这一点，恐怕做不到。
不想扛事就干脆别做官,最高人民检察院6月23日通报，湖南省政协原副主席童名谦涉嫌玩忽职守罪，已被公诉。这是近来少有的通报干部落马时，没看到“贪污受贿、生活腐化”之类字眼的情形——“不作为”是童名谦的罪名，“庸官”是他的标签，“好人”是他的特色。
斯德哥尔摩赛刘翔罗伯斯二人转,根据斯德哥尔摩室内赛制定的赛程，刘翔将在北京时间24日凌晨4点15分登场，再次与罗伯斯上演强强对话。师傅孙海平对于这次比赛，只要求刘翔能够维持在7秒45左右。另外，“翔之队”已敲定位于伦敦西部郊区的圣玛丽学院作为奥运备战基地。
“静园保住了！”北大采纳“民意”改方案,24日，学生们拳拳切切地盼来了好消息：北大宣布静园将不再改建成宿舍。“燕京学堂”院长刘伟接受采访时表示：“这一次，我们是很有诚意地和师生沟通，此前方案一直没有最终敲定。通过此事我们也意识到，在大学的办学过程中需要加强民主决策的意识。”
中油国际党委书记沈定成失去联系,据知情人士称，中油国际党委书记沈定成已经处于“失去联系”状态。沈定成的履历与已经接受组织审查的中石油原副总经理李华林、四川省文联原主席郭永祥、海南省原副省长冀文林有相同之处，即均担任过某卸任高层不同时期的秘书。
陈劲松：判断中国房地产市场，“四个凡是”不能信,判断中国房地产形势有“四个凡是”：凡是简单说中国房地产这个事的，不能信；凡是用一个地区的事说全国的，不能信；凡是上来就批判政府的，不能信；凡是上来就批判市场，说市场不好的，也不能信。不能看微博上公共知识分子怎么说…
发审委去留成市场热点李大霄董登新观点不一,第一届发审委成立于1993年6月。1999年证券法颁布实施后，发审委成为了我国股票发行核准制的法定审核机构。随着中国股市改革的进一步深化，注册制将取代原来的核准制，而核准股票发行的重要机构发审委，将会往何处去？
因父之名：一个星二代的成长与坠落,57岁得子的李双江曾在访谈节目中深情回忆，儿子从产房出来时，脸紫了，被医生抱进暖箱，“他在里面待了3天3夜，我一分钟都没睡，就怕哪个护士把电线踢了。”当被问及“你会打他吗”，李双江说：“还没有打，自己的眼泪先掉下来了。”
人民币有望纳入IMF特别提款权货币篮子,据新华网消息，一些最新信息预示，世界第二大经济体中国的人民币很可能在不远的将来纳入国际货币基金组织（ＩＭＦ）特别提款权（ＳＤＲ）的一篮子储备货币。在ＩＭＦ拥有唯一否决权的美国的态度具有十分关键的导向性作用。
银行抽贷逼浙江丽水7成企业借高利贷利息6分起步,春节刚过，浙江丽水一些企业主，不是急着招工生产，而是忙着筹钱盘活资金、应付法院官司。“银行还在继续抽贷，高利贷月息起步价6分，这让我们怎么活！”目前丽水众企业计划联合“上书”呼吁政府出手整治高利贷，拯救实体经济。
